AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
-0.4946491664836884,-0.5418661917092132,-0.518903195308599,-0.3749012653703664,-0.5939756409475613,-0.39980151136092423,-0.578815280646935,-0.3927824138889741,-0.6309291111680534,-0.7188857949229168,-0.6303357896042878,-0.45092803371978407,-0.586872075037065,-0.4403751734034297,-0.6863181510686309,-0.702862182513438,-0.7993724723887687,-0.6218336764128988,-0.5958417370288477,-0.6442153043602643,-0.6112603552780246,-0.4292120728701216,-0.6774196809970853,-0.6866022436912195,-0.6605884709359995,-0.6812087798764042
-0.4946491664836884,-0.5418661917092132,-0.518903195308599,-0.3749012653703664,-0.5939756409475613,-0.39980151136092423,-0.578815280646935,-0.3927824138889741,-0.3610065229508453,-0.42988127506197477,-0.307516376749747,-0.15480750586008726,-0.3423663872291887,-0.4403751734034297,-0.4848044844019644,-0.45941271147526397,-0.45738464356614766,-0.44089786442922907,-0.22352405588428217,-0.43075203842616255,-0.3141494857265109,-0.4292120728701216,-0.2979014259806459,-0.35552373351173405,-0.33677438591495606,-0.25768287550756463
-0.4946491664836884,-0.5418661917092132,-0.518903195308599,-0.3749012653703664,-0.4042570332493705,-0.39980151136092423,-0.353899593598892,-0.3927824138889741,-0.567417913940475,-0.7188857949229168,-0.5470275540289224,-0.36632216861701355,-0.5053701791011062,-0.4403751734034297,-0.5295852992167792,-0.5463589511317547,-0.5550954518011822,-0.5184417838508019,-0.5958417370288477,-0.6442153043602643,-0.6112603552780246,-0.4292120728701216,-0.6141666384943454,-0.6203865416553224,-0.6066194567658255,-0.5753273037841943
0.0035714741262360514,0.04638543275331791,0.3203663205818308,-0.3749012653703664,0.07003948599610631,-0.39980151136092423,-0.016526063026827548,0.30521945537869327,1.5046348956092692,1.400480684057325,0.9316936274338128,0.4374335498593063,0.961663947746151,2.9725324204731502,1.0153528118943311,1.19256584199806,1.2036990964294407,1.1358284971427504,0.5211113064048488,0.6365642912443467,0.2800722533765165,1.1949559798399165,1.409930721593331,1.432300221457487,1.3362650533604346,1.118776313691164
-0.4946491664836884,-0.5418661917092132,-0.518903195308599,-0.3749012653703664,-0.5939756409475613,-0.39980151136092423,-0.578815280646935,-0.3927824138889741,-0.6309291111680534,-0.7188857949229168,-0.6303357896042878,-0.45092803371978407,-0.586872075037065,-0.4403751734034297,-0.6863181510686309,-0.702862182513438,-0.7993724723887687,-0.6218336764128988,-0.5958417370288477,-0.6442153043602643,-0.6112603552780246,-0.4292120728701216,-0.6774196809970853,-0.6866022436912195,-0.6605884709359995,-0.6812087798764042
-0.4946491664836884,-0.5418661917092132,-0.518903195308599,-0.3749012653703664,0.7340546129397738,-0.39980151136092423,0.9955945286893658,-0.3927824138889741,-0.5356623153266858,-0.8152206348765642,-0.4949599067943191,-0.40862510116839884,-0.3423663872291887,-0.4403751734034297,-0.3728524473649274,-0.4420234635439658,-0.6528062600362169,-0.3116579987266078,-0.5958417370288477,-0.6442153043602643,-0.6112603552780246,-0.4292120728701216,-0.6774196809970853,-0.6866022436912195,-0.6605884709359995,-0.6812087798764042
0.0035714741262360514,0.04638543275331791,-0.09926843736338407,0.602645024707505,-0.30939772940027516,-0.39980151136092423,-0.2414417500748705,-0.3927824138889741,0.19471645279046543,0.14812776465990932,0.1819195072555245,-0.006747241930238868,0.1873959363545431,0.14567966594911438,0.16451733041285005,0.25354645370796003,0.08002480172654268,0.33454132978649853,1.079587828121697,1.2769540890466522,1.1714048620310575,0.08639683275211275,0.5243881265549727,0.571496094990825,0.5267298408078263,1.118776313691164
0.5017921147361605,0.6346370572158491,0.3203663205818308,-0.3749012653703664,0.07003948599610631,-0.39980151136092423,0.09593178049719393,-0.3927824138889741,-0.22604522884224126,-0.2372115951546801,-0.15131343504593697,-0.13365603958439465,-0.13861164738929185,-0.4403751734034297,-0.19372918810566825,-0.0942385049180029,-0.06654141062600923,-0.10487421360241378,0.7072701469771316,0.8500275571784485,0.5771831229280302,-0.4292120728701216,0.08161682903579345,0.10798618073954545,0.0949777274464351,-0.3635643515997745
-0.4946491664836884,-0.5418661917092132,-0.518903195308599,-0.3749012653703664,-0.11967912170208442,-0.39980151136092423,-0.016526063026827548,-0.3927824138889741,-0.1466562323077683,-0.33354643510832743,-0.036764611129809596,-0.15480750586008726,0.2077714103385328,-0.4403751734034297,-0.39524285477233484,-0.37246647181877324,-0.3596738353311131,-0.3633539450076563,-0.5958417370288477,-0.6442153043602643,-0.6112603552780246,-0.4292120728701216,-0.3611544684833858,-0.35552373351173405,-0.39074340008513,-0.1518013994153547
1.4982333959560095,1.8111403061409113,1.5792705944174754,-0.3749012653703664,1.01863252448706,-0.39980151136092423,1.2205102157374088,-0.3927824138889741,-0.11490063369397911,-0.33354643510832743,-0.015937552235968253,-0.21826190468716516,0.08551856643459468,-0.3714275452443068,-0.08177715106863129,-0.007292265261512166,-0.26196302709607844,0.1277575446623045,1.2657466686939798,1.490417354980754,1.4685157315825712,-0.35187073702678645,0.27137595654401314,0.3066332868472367,0.3648227982973046,-0.25768287550756463
0.5017921147361605,0.04638543275331791,0.3203663205818308,-0.3749012653703664,0.6391953090906785,-0.39980151136092423,0.6582209981173014,0.30521945537869327,4.092716182633088,4.579530402527688,4.388985403811476,2.446822846050106,5.016383270560099,1.6280536713702554,5.806899997079514,5.626824064479087,5.20984223406586,5.6075278504534465,0.8934289875494144,1.0634908231125502,1.0228494272553008,-0.119846729496781,4.1930645917138865,3.9484968988215763,4.1426537902094775,2.6011169789821027
